CalcID	UnitID	Ordinal	ShortName	FullName	Unit	FriendlyName	Min	Max	Seasave	DatCnv	ASCII_IN
96	5	1	t3868C1	Temperature, SBE 38, 2 [IPTS-68, deg C]	IPTS-68, deg C	t38 68 C2	0.000000	30.000000	yes	yes	yes
96	8	1	t3868F1	Temperature, SBE 38, 2 [IPTS-68, deg F]	IPTS-68, deg F	t38 68 F2	32.000000	86.000000	yes	yes	yes
123	6	0	t38_90C	Temperature, SBE 38 [ITS-90, deg C]	ITS-90, deg C	t38 90 C	0.000000	30.000000	yes	yes	no
123	9	0	t38_90F	Temperature, SBE 38 [ITS-90, deg F]	ITS-90, deg F	t38 90 F	32.000000	86.000000	yes	yes	no
123	5	0	t38_68C	Temperature, SBE 38 [IPTS-68, deg C]	IPTS-68, deg C	t38 68 C	0.000000	30.000000	yes	yes	no
123	8	0	t38_68F	Temperature, SBE 38 [IPTS-68, deg F]	IPTS-68, deg F	t38 68 F	32.000000	86.000000	yes	yes	no
83	0	0	tsa	Thermosteric Anomaly [10^-8 * m^3/kg]	10^-8 * m^3/kg	tsa	0.000000	100.000000	yes	yes	yes
84	52	0	timeS	Time, Elapsed [seconds]	seconds	time S	0.000000	600.000000	yes	yes	yes
84	39	0	timeM	Time, Elapsed [minutes]	minutes	time M	0.000000	60.000000	yes	yes	yes
84	22	0	timeH	Time, Elapsed [hours]	hours	time H	0.000000	10.000000	yes	yes	yes
84	27	0	timeJ	Julian Days	julian days	time J	0.000000	100.000000	yes	yes	yes
117	52	0	timeN	Time, NMEA [seconds]	seconds	timeN	0.000000	100.000000	yes	yes	yes
125	52	0	timeQ	Time, NMEA [seconds]	seconds	timeQ	0.000000	600.000000	yes	yes	no
126	52	0	timeK	Time, Instrument [seconds]	seconds	timeK	0.000000	100.000000	yes	yes	yes
126	27	0	timeJV2	Time, Instrument [julian days]	julian days	timeJV2	0.000000	100.000000	yes	yes	yes
98	27	0	timeSCP	Time, Seacat plus [julian days]	julian days	timeSCP	0.000000	100.000000	yes	yes	yes
85	52	0	timeY	Time, System [seconds]	seconds	timeY	0.000000	600.000000	yes	yes	yes
86	-1	0	user1	User Defined Variable	NO_UNIT	user	0.000000	100.000000	no	no	yes
86	-1	1	user2	User Defined Variable, 2	NO_UNIT	user2	0.000000	100.000000	no	no	yes
86	-1	2	user3	User Defined Variable, 3	NO_UNIT	user3	0.000000	100.000000	no	no	yes
86	-1	3	user4	User Defined Variable, 4	NO_UNIT	user4	0.000000	100.000000	no	no	yes
86	-1	4	user5	User Defined Variable, 5	NO_UNIT	user5	0.000000	100.000000	no	no	yes
49	21	0	seaTurbMtr	Turbidity, Seapoint [FTU]	FTU	seaTurbMtr	0.000000	100.000000	yes	yes	yes
49	21	1	seaTurbMtr1	Turbidity, Seapoint, 2 [FTU]	FTU	seaTurbMtr2	0.000000	100.000000	yes	yes	yes
141	21	0	seaTurbMtrdiff	Turbidity, Seapoint, Diff, 2 - 1 [FTU]	FTU	seaTurbMtrdiff	0.000000	100.000000	yes	yes	yes
160	45	0	turbflTC0	Turbidity, Turner Cyclops [NTU]	NTU	turbflTC	0.000000	100.000000	yes	yes	yes
160	45	1	turbflTC1	Turbidity, Turner Cyclops, 2 [NTU]	NTU	turbflTC2	0.000000	100.000000	yes	yes	yes
173	45	0	turbflTCdiff	Turbidity, Turner Cyclops, Diff, 2 - 1 [NTU]	NTU	turbflTCdiff	0.000000	100.000000	yes	yes	yes
149	71	0	turbWETbb0	Turbidity, WET Labs ECO BB [m^-1/sr]	m^-1/sr	turbWETbb	0.000000	100.000000	yes	yes	yes
149	71	1	turbWETbb1	Turbidity, WET Labs ECO BB, 2 [m^-1/sr]	m^-1/sr	turbWETbb2	0.000000	100.000000	yes	yes	yes
149	71	2	turbWETbb2	Turbidity, WET Labs ECO BB, 3 [m^-1/sr]	m^-1/sr	turbWETbb3	0.000000	100.000000	yes	yes	yes
149	71	3	turbWETbb3	Turbidity, WET Labs ECO BB, 4 [m^-1/sr]	m^-1/sr	turbWETbb4	0.000000	100.000000	yes	yes	yes
149	71	4	turbWETbb4	Turbidity, WET Labs ECO BB, 5 [m^-1/sr]	m^-1/sr	turbWETbb5	0.000000	100.000000	yes	yes	yes
162	71	0	turbWETbbdiff	Turbidity, WET Labs ECO BB, Diff, 2 - 1 [m^-1/sr]	m^-1/sr	turbWETbbdiff	0.000000	100.000000	yes	yes	yes
150	45	0	turbWETntu0	Turbidity, WET Labs ECO [NTU]	NTU	turbWETntu	0.000000	100.000000	yes	yes	yes
150	45	1	turbWETntu1	Turbidity, WET Labs ECO, 2 [NTU]	NTU	turbWETntu2	0.000000	100.000000	yes	yes	yes
150	45	2	turbWETntu2	Turbidity, WET Labs ECO, 3 [NTU]	NTU	turbWETntu3	0.000000	100.000000	yes	yes	yes
150	45	3	turbWETntu3	Turbidity, WET Labs ECO, 4 [NTU]	NTU	turbWETntu4	0.000000	100.000000	yes	yes	yes
150	45	4	turbWETntu4	Turbidity, WET Labs ECO, 5 [NTU]	NTU	turbWETntu5	0.000000	100.000000	yes	yes	yes
150	45	5	turbWETntu5	Turbidity, WET Labs ECO, 6 [NTU]	NTU	turbWETntu6	0.000000	100.000000	yes	yes	yes
163	45	0	turbWETntudiff	Turbidity, WET Labs ECO, Diff, 2 - 1 [NTU]	NTU	turbWETntudiff	0.000000	100.000000	yes	yes	yes
87	-1	0	upoly0	User Polynomial	NO_UNIT	upoly	0.000000	100.000000	yes	yes	yes
87	-1	1	upoly1	User Polynomial, 2	NO_UNIT	upoly2	0.000000	100.000000	yes	yes	yes
87	-1	2	upoly2	User Polynomial, 3	NO_UNIT	upoly3	0.000000	100.000000	yes	yes	yes
89	63	0	v0	Voltage 0	V	v0	0.000000	5.000000	yes	yes	yes
89	63	1	v1	Voltage 1	V	v1	0.000000	5.000000	yes	yes	yes
89	63	2	v2	Voltage 2	V	v2	0.000000	5.000000	yes	yes	yes
89	63	3	v3	Voltage 3	V	v3	0.000000	5.000000	yes	yes	yes
89	63	4	v4	Voltage 4	V	v4	0.000000	5.000000	yes	yes	yes
89	63	5	v5	Voltage 5	V	v5	0.000000	5.000000	yes	yes	yes
89	63	6	v6	Voltage 6	V	v6	0.000000	5.000000	yes	yes	yes
89	63	7	v7	Voltage 7	V	v7	0.000000	5.000000	yes	yes	yes
89	63	8	v8	Voltage 8	V	v8	0.000000	5.000000	yes	yes	yes
89	63	9	v9	Voltage 9	V	v9	0.000000	5.000000	yes	yes	yes
89	63	10	v10	Voltage 10	V	v10	0.000000	5.000000	yes	yes	yes
89	63	11	v11	Voltage 11	V	v11	0.000000	5.000000	yes	yes	yes
89	63	12	v12	Voltage 12	V	v12	0.000000	5.000000	yes	yes	yes
89	63	13	v13	Voltage 13	V	v13	0.000000	5.000000	yes	yes	yes
89	63	14	v14	Voltage 14	V	v14	0.000000	5.000000	yes	yes	yes
89	63	15	v15	Voltage 15	V	v15	0.000000	5.000000	yes	yes	yes
90	44	0	zaps	Zaps [nmol]	nmol	zaps	0.000000	100.000000	yes	yes	yes
8000	80	0	gsw_saA0	Absolute Salinity [g/kg]	g/kg	gsw_sa	26.000000	36.000000	no	no	yes
8000	80	1	gsw_saA1	Absolute Salinity, 2 [g/kg]	g/kg	gsw_sa2	26.000000	36.000000	no	no	yes
8006	80	0	gsw_deltasaA0	Absolute Salinity Anomaly [g/kg]	g/kg	gsw_deltasaA0	0.000000	100.000000	no	no	yes
8006	80	1	gsw_deltasaA1	Absolute Salinity Anomaly, 2 [g/kg]	g/kg	gsw_deltasaA1	0.000000	100.000000	no	no	yes
8022	87	0	gsw_adlr0A	adiabatic lapse rate [K/Pa]	K/Pa	gsw_adlr0A	0.000000	100.000000	no	no	yes
8022	87	1	gsw_adlr1A	adiabatic lapse rate, 2 [K/Pa]	K/Pa	gsw_adlr1A	0.000000	100.000000	no	no	yes
8001	6	0	gsw_ctA0	Conservative Temperature [ITS-90, deg C]	ITS-90, deg C	gsw_ct	0.000000	100.000000	no	no	yes
8001	6	1	gsw_ctA1	Conservative Temperature, 2 [ITS-90, deg C]	ITS-90, deg C	gsw_ct2	0.000000	100.000000	no	no	yes
8015	6	0	gsw_ctfA0	Conservative Temperature freezing [ITS-90, deg C]	ITS-90, deg C	gsw_ctfA0	0.000000	100.000000	no	no	yes
8015	6	1	gsw_ctfA1	Conservative Temperature freezing, 2 [ITS-90, deg C]	ITS-90, deg C	gsw_ctfA1	0.000000	100.000000	no	no	yes
8004	11	0	gsw_densityA0	density, TEOS-10 [density, kg/m^3]	density, kg/m^3	gsw_densityA0	0.000000	100.000000	no	no	yes
8004	81	0	gsw_sigma0A0	density, TEOS-10 [sigma-0, kg/m^3 ]	sigma-0, kg/m^3 	gsw_sigma0A0	0.000000	100.000000	no	no	yes
8004	55	0	gsw_sigma1A0	density, TEOS-10 [sigma-1, kg/m^3 ]	sigma-1, kg/m^3 	gsw_sigma1A0	0.000000	100.000000	no	no	yes
8004	56	0	gsw_sigma2A0	density, TEOS-10 [sigma-2, kg/m^3 ]	sigma-2, kg/m^3 	gsw_sigma2A0	0.000000	100.000000	no	no	yes
8004	82	0	gsw_sigma3A0	density, TEOS-10 [sigma-3, kg/m^3 ]	sigma-3, kg/m^3 	gsw_sigma3A0	0.000000	100.000000	no	no	yes
8004	57	0	gsw_sigma4A0	density, TEOS-10 [sigma-4, kg/m^3 ]	sigma-4, kg/m^3 	gsw_sigma4A0	0.000000	100.000000	no	no	yes
8004	11	1	gsw_densityA1	density, TEOS-10, 2 [density, kg/m^3]	density, kg/m^3	gsw_densityA1	0.000000	100.000000	no	no	yes
8004	81	1	gsw_sigma0A1	density, TEOS-10, 2 [sigma-0, kg/m^3 ]	sigma-0, kg/m^3 	gsw_sigma0A1	0.000000	100.000000	no	no	yes
8004	55	1	gsw_sigma1A1	density, TEOS-10, 2 [sigma-1, kg/m^3 ]	sigma-1, kg/m^3 	gsw_sigma1A1	0.000000	100.000000	no	no	yes
8004	56	1	gsw_sigma2A1	density, TEOS-10, 2 [sigma-2, kg/m^3 ]	sigma-2, kg/m^3 	gsw_sigma2A1	0.000000	100.000000	no	no	yes
8004	82	1	gsw_sigma3A1	density, TEOS-10, 2 [sigma-3, kg/m^3 ]	sigma-3, kg/m^3 	gsw_sigma3A1	0.000000	100.000000	no	no	yes
8004	57	1	gsw_sigma4A1	density, TEOS-10, 2 [sigma-4, kg/m^3 ]	sigma-4, kg/m^3 	gsw_sigma4A1	0.000000	100.000000	no	no	yes
8014	25	0	gsw_dynenthA0	dynamic enthalpy [J/kg]	J/kg	gsw_dynenthA0	0.000000	100.000000	no	no	yes
8014	25	1	gsw_dynenthA1	dynamic enthalpy, 2 [J/kg]	J/kg	gsw_dynenthA1	0.000000	100.000000	no	no	yes
8013	25	0	gsw_enthalpyA0	enthalpy [J/kg]	J/kg	gsw_enthalpyA0	0.000000	100.000000	no	no	yes
8013	25	1	gsw_enthalpyA1	enthalpy, 2 [J/kg]	J/kg	gsw_enthalpyA1	0.000000	100.000000	no	no	yes
8020	79	0	gsw_entropyA0	entropy [J/kg/K]	J/kg/K	gsw_entropyA0	0.000000	100.000000	no	no	yes
8020	79	1	gsw_entropyA1	entropy, 2 [J/kg/K]	J/kg/K	gsw_entropyA1	0.000000	100.000000	no	no	yes
8021	36	0	gsw_gravA	gravity [m/s^2]	m/s^2	gsw_gravA	0.000000	100.000000	no	no	yes
8012	25	0	gsw_ieA0	internal energy [J/kg]	J/kg	gsw_ieA0	0.000000	100.000000	no	no	yes
8012	25	1	gsw_ieA1	internal energy, 2 [J/kg]	J/kg	gsw_ieA1	0.000000	100.000000	no	no	yes
8019	86	0	gsw_icA0	isentropic compressibility [1/Pa]	1/Pa	gsw_icA0	0.000000	100.000000	no	no	yes
8019	86	1	gsw_icA1	isentropic compressibility, 2 [1/Pa]	1/Pa	gsw_icA1	0.000000	100.000000	no	no	yes
8018	25	0	gsw_lheA0	latent heat of evaporation [J/kg]	J/kg	gsw_lheA0	0.000000	100.000000	no	no	yes
8018	25	1	gsw_lheA1	latent heat of evaporation, 2 [J/kg]	J/kg	gsw_lheA1	0.000000	100.000000	no	no	yes
8017	25	0	gsw_lhmA0	latent heat of melting [J/kg]	J/kg	gsw_lhmA0	0.000000	100.000000	no	no	yes
8017	25	1	gsw_lhmA1	latent heat of melting, 2 [J/kg]	J/kg	gsw_lhmA1	0.000000	100.000000	no	no	yes
8005	6	0	gsw_ptA0	potential temperature [ITS-90, deg C]	ITS-90, deg C	gsw_ptA0	0.000000	100.000000	no	no	yes
8005	6	1	gsw_ptA1	potential temperature, 2 [ITS-90, deg C]	ITS-90, deg C	gsw_ptA1	0.000000	100.000000	no	no	yes
8002	80	0	gsw_sstarA0	Preformed Salinity [g/kg]	g/kg	gsw_sstarA0	26.000000	36.000000	no	no	yes
8002	80	1	gsw_sstarA1	Preformed Salinity, 2 [g/kg]	g/kg	gsw_sstarA1	26.000000	36.000000	no	no	yes
8003	80	0	gsw_srA0	Reference Salinity [g/kg]	g/kg	gsw_srA0	0.000000	100.000000	no	no	yes
8003	80	1	gsw_srA1	Reference Salinity, 2 [g/kg]	g/kg	gsw_srA1	0.000000	100.000000	no	no	yes
8008	84	0	gsw_betaA0	saline contraction coefficient [kg/g]	kg/g	gsw_betaA0	0.000000	100.000000	no	no	yes
8008	84	1	gsw_betaA1	saline contraction coefficient, 2 [kg/g]	kg/g	gsw_betaA1	0.000000	100.000000	no	no	yes
8011	32	0	gsw_ssA0	sound speed, TEOS-10 [m/s]	m/s	gsw_ssA0	0.000000	100.000000	no	no	yes
8011	32	1	gsw_ssA1	sound speed, TEOS-10, 2 [m/s]	m/s	gsw_ssA1	0.000000	100.000000	no	no	yes
8009	85	0	gsw_specvolA0	specific volume, TEOS-10 [m^3/kg]	m^3/kg	gsw_specvolA0	0.000000	100.000000	no	no	yes
8009	85	1	gsw_specvolA1	specific volume, TEOS-10, 2 [m^3/kg]	m^3/kg	gsw_specvolA1	0.000000	100.000000	no	no	yes
8010	85	0	gsw_svolanomA0	specific volume anomaly, TEOS-10 [m^3/kg]	m^3/kg	gsw_svolanomA0	0.000000	100.000000	no	no	yes
8010	85	1	gsw_svolanomA1	specific volume anomaly, TEOS-10, 2 [m^3/kg]	m^3/kg	gsw_svolanomA1	0.000000	100.000000	no	no	yes
8016	6	0	gsw_tfA0	temperature freezing [ITS-90, deg C]	ITS-90, deg C	gsw_tfA0	0.000000	100.000000	no	no	yes
8016	6	1	gsw_tfA1	temperature freezing, 2 [ITS-90, deg C]	ITS-90, deg C	gsw_tfA1	0.000000	100.000000	no	no	yes
8007	83	0	gsw_alphaA0	thermal expansion coefficient [1/K]	1/K	gsw_alphaA0	0.000000	100.000000	no	no	yes
8007	83	1	gsw_alphaA1	thermal expansion coefficient, 2 [1/K]	1/K	gsw_alphaA1	0.000000	100.000000	no	no	yes
